23:14:43 0, 48, 35.63, 0 1, 49, 34.15, 0 
23:14:49 0, 48, 35.63, 0 1, 49, 34.39, 0 
23:14:55 0, 48, 35.63, 0 1, 49, 34.41, 0 
23:15:00 0, 48, 35.63, 0 1, 49, 34.15, 0 
23:15:05 0, 48, 35.63, 0 1, 49, 34.15, 0 
23:15:10 0, 48, 35.63, 0 1, 49, 34.39, 0 
23:15:15 0, 48, 35.63, 0 1, 50, 34.39, 0 
23:15:20 0, 48, 35.63, 0 1, 49, 34.17, 0 
23:15:26 0, 48, 35.63, 0 1, 49, 34.39, 0 
23:15:32 0, 48, 35.63, 0 1, 49, 34.41, 0 
23:15:37 0, 48, 35.63, 0 1, 49, 34.39, 0 
23:15:42 0, 48, 35.63, 2 1, 49, 34.39, 3 
23:15:47 0, 48, 35.63, 3 1, 49, 34.39, 0 
23:15:52 0, 48, 35.87, 4 1, 50, 34.39, 4 
23:15:57 0, 48, 35.87, 0 1, 49, 36.79, 0 
23:16:02 0, 48, 39.70, 0 1, 49, 38.94, 0 
23:16:07 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:16:12 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:16:17 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:16:22 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:16:27 0, 48, 29.15, 0 1, 49, 28.41, 0 
23:16:32 0, 48, 28.91, 0 1, 49, 28.17, 0 
23:16:37 0, 48, 29.15, 0 1, 49, 28.16, 0 
23:16:42 0, 48, 28.91, 0 1, 50, 28.41, 0 
23:16:47 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:16:52 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:16:58 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:17:03 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:17:08 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:17:13 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:17:18 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:17:23 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:17:28 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:17:33 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:17:38 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:17:43 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:17:48 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:17:53 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:17:58 0, 48, 28.91, 0 1, 49, 28.17, 0 
23:18:03 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:18:08 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:18:13 0, 48, 28.91, 0 1, 50, 28.41, 0 
23:18:18 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:18:23 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:18:28 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:18:33 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:18:38 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:18:44 0, 48, 29.15, 0 1, 49, 28.41, 0 
23:18:49 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:18:54 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:18:59 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:19:04 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:19:09 0, 48, 28.91, 0 1, 49, 28.41, 0 
23:19:14 0, 48, 28.91, 0 1, 50, 28.41, 0 
23:19:19 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:19:24 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:19:29 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:19:34 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:19:39 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:19:44 0, 48, 28.67, 0 1, 50, 28.16, 0 
23:19:49 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:19:54 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:19:59 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:20:04 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:20:09 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:20:14 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:20:19 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:20:24 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:20:30 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:20:35 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:20:40 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:20:45 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:20:50 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:20:55 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:21:00 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:21:05 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:21:10 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:21:15 0, 48, 29.39, 0 1, 49, 28.89, 0 
23:21:20 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:21:25 0, 48, 35.63, 0 1, 50, 34.41, 0 
23:21:30 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:21:35 0, 47, 35.63, 1 1, 49, 34.15, 7 
23:21:40 0, 47, 29.39, 0 1, 49, 28.89, 0 
23:21:45 0, 48, 28.67, 0 1, 49, 28.16, 0 
23:21:50 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:21:55 0, 47, 28.67, 0 1, 50, 28.17, 0 
23:22:00 0, 47, 28.67, 0 1, 49, 27.93, 0 
23:22:05 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:22:10 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:22:16 0, 47, 28.67, 0 1, 49, 27.92, 0 
23:22:21 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:22:26 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:22:31 0, 48, 28.67, 0 1, 49, 27.93, 0 
23:22:36 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:22:41 0, 48, 28.67, 0 1, 50, 28.41, 0 
23:22:46 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:22:51 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:22:56 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:23:01 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:23:06 0, 47, 28.67, 0 1, 49, 28.41, 0 
23:23:11 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:23:16 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:23:21 0, 48, 29.15, 0 1, 49, 28.41, 0 
23:23:26 0, 47, 28.67, 0 1, 49, 27.93, 0 
23:23:31 0, 47, 28.67, 0 1, 49, 28.16, 0 
23:23:36 0, 48, 28.67, 0 1, 49, 28.17, 0 
23:23:41 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:23:46 0, 48, 28.91, 0 1, 49, 28.16, 0 
23:23:51 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:23:56 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:24:02 0, 47, 28.67, 0 1, 49, 27.93, 0 
23:24:07 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:24:12 0, 48, 28.67, 0 1, 49, 28.41, 0 
23:24:17 0, 47, 28.67, 0 1, 49, 27.92, 0 
23:24:22 0, 47, 28.67, 0 1, 49, 28.17, 0 
23:24:27 0, 47, 28.67, 0 1, 49, 27.93, 0 
23:24:32 0, 47, 28.67, 0 1, 49, 27.92, 0 
23:24:37 0, 47, 28.67, 0 1, 49, 28.16, 0 
