build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,moe_cache,moe_cache_fit,repack,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,load_mode,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_gen_warmup,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"39d97a876","11260","Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz","Tesla P100-PCIE-16GB, Tesla P100-PCIE-16GB","CUDA","/root/Qwen3.8-27B-UD-Q4_K_M.gguf","qwen35 27B Q4_K - Medium","16453443584","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","auto","0","1","layer","0","0","1","auto","0.00","none","mmap","0","0","0","0","0","2048","0","0","0","2026-08-25T09:18:35Z","11475538466","26213076","178.467192","0.407832"
"39d97a876","11260","Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz","Tesla P100-PCIE-16GB, Tesla P100-PCIE-16GB","CUDA","/root/Qwen3.8-27B-UD-Q4_K_M.gguf","qwen35 27B Q4_K - Medium","16453443584","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","auto","0","1","layer","0","0","1","auto","0.00","none","mmap","0","0","0","0","0","4096","0","0","0","2026-08-25T09:19:21Z","21079663386","4690918","194.310510","0.043237"
"39d97a876","11260","Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz","Tesla P100-PCIE-16GB, Tesla P100-PCIE-16GB","CUDA","/root/Qwen3.8-27B-UD-Q4_K_M.gguf","qwen35 27B Q4_K - Medium","16453443584","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","auto","0","1","layer","0","0","1","auto","0.00","none","mmap","0","0","0","0","0","8192","0","0","0","2026-08-25T09:20:46Z","40811229644","7870185","200.729071","0.038705"
"39d97a876","11260","Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz","Tesla P100-PCIE-16GB, Tesla P100-PCIE-16GB","CUDA","/root/Qwen3.8-27B-UD-Q4_K_M.gguf","qwen35 27B Q4_K - Medium","16453443584","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","auto","0","1","layer","0","0","1","auto","0.00","none","mmap","0","0","0","0","0","16384","0","0","0","2026-08-25T09:23:29Z","82467096203","39234072","198.673207","0.094507"
"39d97a876","11260","Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz","Tesla P100-PCIE-16GB, Tesla P100-PCIE-16GB","CUDA","/root/Qwen3.8-27B-UD-Q4_K_M.gguf","qwen35 27B Q4_K - Medium","16453443584","27320697856","2048","512","8","0x0","0","50","f16","f16","99","0","auto","0","1","layer","0","0","1","auto","0.00","none","mmap","0","0","0","0","0","0","128","1","0","2026-08-25T09:28:59Z","9769723578","2655713","13.101702","0.003556"
